水温,pH,溶解氧,高锰酸盐指数,氨氮,总磷,总氮,电导率,浊度
1.0733841009593734,0.8137706037082967,1.8384808510593549,0.5826789564923385,-0.7662853216948246,0.6039512987655385,-0.6359740678899373,0.4088372662261038,0.6989412598216556
1.4246605767639433,1.8204479124588155,3.0148563651327756,0.6609817835282992,-0.7662853216948246,0.10927029108100222,-1.1146322789542604,-1.4418176932527909,0.5182285884982771
0.5613928976625155,1.123517467939223,0.8411190021710182,0.6414060767693095,-0.6128355693106284,0.10927029108100222,0.08201324870654768,-0.6830241171741652,-0.42426643686030746
-1.2064691047526435,-0.9930861043054505,0.07391757994922246,-0.49398491525212085,0.9728118719927322,-0.38541071660353476,-0.935135449805139,-0.05159051897577854,-0.503872983391828
0.9562919423578495,0.1942768752464393,-0.7444306037540265,0.25967979496900134,-0.6639854867720271,0.10927029108100222,-0.42656110054929564,-0.9606402487333416,0.07835883868542338
0.90118975007478,-0.4510290919013282,-1.0896712437538354,2.5989767526683263,-0.7662853216948246,3.5720373448727587,-0.48639337693233614,0.5122278100670854,1.7686905456941302
-0.12508858119739724,0.4782115007914555,0.29129131624539795,1.1699501592620443,-0.7662853216948246,0.6039512987655385,-1.7129550427846647,-0.35997338676445195,0.35843442575252454
-1.8539198640787145,-0.9930861043054505,1.1991463325411913,0.034559167240613906,0.9216619545313335,-0.8800917242880711,-0.217148133208654,0.03856317323158236,-0.7415304836209653
-1.6426947936602798,-1.7674532648827734,-0.38640327338385455,-0.9540140240883898,2.0469601386821057,-0.8800917242880711,0.8000005653030327,1.3164559849962478,-1.20406195105958
-1.3855512296726205,-1.0705228203631856,-0.06673601412477279,-1.1595589450577866,-0.6128355693106284,-1.3747727319726077,1.547904020091038,-0.27590149125361996,-0.9396752454256987
0.7381790979040314,0.5814604555351007,-1.4860586452350961,0.06392272737909942,-0.6128355693106284,1.098632306450075,-0.33681268597473496,-0.25908711215145236,-0.008220544038638849
-1.5531537312002917,-1.4318941619659369,-0.2457496793098593,-0.9442261707088948,1.4331611291453208,-1.3747727319726077,0.7401682889199922,0.5147320792950675,-1.2185886931273757
1.0779759503162958,2.1043825380038315,1.4548801399484557,1.1307987457440638,-0.7662853216948246,0.6039512987655385,-0.725722482464498,-1.5663156491581955,3.30097129900522
-1.5692252039495203,-0.7091514787604343,1.4548801399484557,-0.004592246277366481,0.9728118719927322,-0.8800917242880711,-0.12739971863409397,0.38916086514909987,-0.749665459178931
0.7749138927594114,-0.24453118241404243,-1.38376512227219,2.530461779011862,-0.6639854867720271,3.5720373448727587,-0.18723199501713378,0.8088048372095572,2.194033553439188
0.05858539307950254,0.8395828423942068,0.8411190021710182,-0.6897419828420228,-0.15248631215803984,0.10927029108100222,0.8299167034945528,0.6066745352367018,-0.1837035882176108
0.6922606043348066,0.8395828423942068,-0.9873777207909291,-1.0518925578833411,-0.7662853216948246,0.6039512987655385,-0.725722482464498,-1.0379148420539361,-0.06516537294439799
1.266241773950118,0.5556482168491905,-0.7316439133836634,-1.2672253322322329,-0.7662853216948246,-0.38541071660353476,-0.30689654778321473,-1.178511671567798,-0.19590605155455923
0.9471082436440047,0.5298359781632804,0.5981718851341167,0.5728911031128435,-0.7662853216948246,0.6039512987655385,-0.42656110054929564,-1.0593800068652135,0.3857447008399804
0.31572895706716225,1.123517467939223,1.8512675414297177,-0.9344383173294,-0.7662853216948246,0.6039512987655385,0.2914262160471893,-0.08843905190180436,0.4827833378528557
0.6371584120517363,-0.6317147627027039,-1.792939214123815,1.6984942417547781,-0.7662853216948246,1.5933133141346119,-0.8753031734220992,0.19275460712591905,0.27359825207659766
-1.6863173625510437,-1.4060819232800221,-0.5526302481985781,-1.0323168511243506,1.586610881529517,-0.8800917242880711,1.0692458090267147,1.2588577927526552,-1.0954019203924685
1.4981301664747033,1.5623255255997048,3.2066567206882226,0.7099210504257754,-0.7662853216948246,-0.38541071660353476,-0.6359740678899373,-1.2160757099875323,0.8250333809701222
1.2846091713778076,2.156007015375652,-0.09230939486549992,0.3771340355229416,-0.7662853216948246,0.6039512987655385,-1.742871180976185,-1.2128559352658417,0.29103034255795235
1.1721088621332068,0.1942768752464393,-1.332618360790737,-1.4238309863041543,-0.6639854867720271,0.6039512987655385,-0.24706427140017423,-1.2965700780298193,0.07254814185830523
0.07006501647180893,-0.012221034240846484,1.3653733073559124,0.3086190618664766,0.10326327514895389,-0.38541071660353476,0.4110907688132702,-0.6594124358817601,0.0713860024928816
-0.6278960857804095,-0.24453118241404243,0.8283323118006553,0.8175874376002208,1.7400606339137135,0.10927029108100222,0.8299167034945528,1.2681593641708746,-0.48585982322776117
0.9057815994317023,2.2076314927474723,-0.565416938568941,1.062283772087598,-0.7662853216948246,0.6039512987655385,-0.935135449805139,-1.0693970837771416,0.8906942551165585
-1.6794295885156598,-1.147959536420916,0.713252098467386,-0.47440920849313023,1.023961789454131,-0.38541071660353476,-0.27698040959169445,-0.09809837606687816,-0.601492690087415
-1.649582567695664,-0.7349637174463445,0.21457117402321885,-1.0323168511243506,0.8193621196085362,-0.8800917242880711,1.5179878818995176,0.12191956324870576,-0.7072473723409676
-1.6449907183387416,-0.9156493882477201,1.3014398555040976,-0.3961063814571703,0.9216619545313335,-0.8800917242880711,-0.1573158568256142,0.1977631455818831,-0.742692622986389
-0.010292347274334977,0.6588971715928311,-0.5142701770874879,0.8273752909797156,-0.7662853216948246,0.6039512987655385,-1.7129550427846647,-0.5259706613049902,0.2689496946149029
-1.302897941248016,-0.8382126721899896,0.08031092513440397,-1.002953290985865,-0.10133639469664106,-0.8800917242880711,1.458155605516477,-0.08557702992696602,-0.9222431549443438
1.1652210880978229,2.233443731433387,-0.34804320227276553,0.866526704497696,-0.7662853216948246,1.098632306450075,-1.7727873191677053,-1.277609182446526,0.37586651623387923
-0.827641532806538,1.1751419453110479,1.3653733073559124,1.6593428282367986,-0.7662853216948246,0.6039512987655385,-1.2941291081033819,-0.17537296938747465,0.5234582156426834
0.5453214249132868,-0.9672738656195404,-1.6650723104201817,-0.6897419828420228,0.0009634402261563476,0.10927029108100222,0.4110907688132702,-0.6236371611962992,-0.20113567869896565
0.1871571750733328,-0.16709446635631198,-1.6906456911609087,0.6414060767693095,-0.6639854867720271,1.5933133141346119,-1.2642129699118616,-0.9384595784283557,0.8372358443070703
-1.649582567695664,-0.6833392400745242,0.29129131624539795,-0.738681249739498,-0.25478614708083724,-1.8694537396571445,1.7274008492401585,0.6410187989347456,-0.9390941757429868
-0.026363820023562943,0.4782115007914555,1.0457060480968308,-0.07310721993383237,-0.050186477235242284,-0.8800917242880711,0.17176166328110837,-0.9849674355194553,0.7512375312657199
-0.8873355744465303,0.7105216489646514,0.34243807772685225,1.4440100538879068,-0.7662853216948246,0.6039512987655385,-1.2642129699118616,-0.1267185958152473,0.8250333809701222
0.9746593397855399,0.2459013526182596,-1.6267122393090927,2.2955532979039797,-0.7662853216948246,2.0879943218191483,-0.3966449623577754,0.33514020037405423,1.8198246777727711
1.4682831456547072,1.4848888095419743,1.8001207799482635,0.866526704497696,-0.7662853216948246,-0.38541071660353476,-0.6958063442729777,-1.3176774900942403,0.41712246370641903
-0.5498346467127271,0.5814604555351007,0.68767871772666,0.9056781180156764,-0.7662853216948246,-0.38541071660353476,-1.0248838643796996,-0.25193205721436057,0.370636889089473
-1.4291737985633841,-0.6059025240167937,0.41915821994903024,-0.611439155806062,-0.6128355693106284,-1.3747727319726077,-0.7556386206560183,0.4124147936946487,-0.8153263333253675
